book_id,title,authors,average_rating,ratings_count,publication_date
1804,"Who Needs Greek? Contests in the Cultural History of Hellenism","Simon Goldhill",3.4,10,2002-04-04
1805,"Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture)","Simon Goldhill",3.73,10,1995-01-26
1814,"2012: The Return of Quetzalcoatl","Daniel Pinchbeck",3.42,1416,2006-05-04
1815,"Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism","Daniel Pinchbeck/Lee Fukui",4.06,2799,2003-08-12
1823,"Them: Adventures with Extremists","Jon Ronson",3.95,11990,2003-01-07
1824,"The Men Who Stare at Goats","Jon Ronson",3.61,10679,2006-04-10
1839,"Guns Germs and Steel: The Fates of Human Societies","Jared Diamond",4.03,4356,2005-07-11
1843,"Caught Inside: A Surfer's Year on the California Coast","Daniel Duane",3.87,633,1997-04-10
1845,"Into the Wild","Jon Krakauer",3.98,800349,1997-01-20
1846,"Wild at Heart: Discovering the Secret of a Man's Soul","John Eldredge",3.92,55106,2001-04-01
1848,"Wild Swans: Three Daughters of China","Jung Chang",4.26,73572,2003-08-12
1849,"Wild Fire (John Corey #4)","Nelson DeMille",4.01,20909,2006-11-06
1850,"Born to Be Wild","Catherine Coulter",3.78,2456,2006-07-25
1852,"The Call of the Wild","Jack London/Avi",3.86,274649,2001-01-01
1853,"Wild About Books","Judy Sierra/Marc Brown",4.17,4541,2004-08-10
1856,"In Web Design for Libraries","Charles P. Rubenstein",2.67,9,2006-12-01
1869,"Nickel and Dimed: On (Not) Getting by in America","Barbara Ehrenreich",3.63,168362,2002-05-01
1877,"The History of Sexuality 1: An Introduction","Michel Foucault/Robert Hurley",4.04,15,1978-10-01
1879,"The History of Sexuality Volume 1: The Will to Knowledge","Michel Foucault/Robert Hurley",4.04,313,1998-10-29
1883,"The History of Sexuality Volume 2: The Use of Pleasure","Michel Foucault/Robert Hurley",4.08,51,1998-07-30
1887,"The Making of Pride and Prejudice","Sue Birtwistle/Sue Conklin/Susie Conklin",4.45,4244,1995-09-07
1888,"Pride and Prejudice","Jane Austen",4.26,2399,2004-02-11
1889,"Pride & Prejudice","Jane Austen/Vivien Jones",4.26,1821,2005-09-01
1891,"Pride and Prejudice","Jane Austen/George Saintsbury/Hugh Thomson",4.26,1146,2005-05-05
1893,"Pride and Prejudice","Jane Austen/Carol Howard",4.26,1628,2004-09-20
1894,"Under the Banner of Heaven: A Story of Violent Faith","Jon Krakauer",4.0,7481,2003-07-10
1896,"Iceland: Land of the Sagas","David Roberts/Jon Krakauer",3.71,330,1998-10-06
1898,"Into Thin Air: A Personal Account of the Mount Everest Disaster","Jon Krakauer",4.17,351406,1999-10-19
1902,"In the Land of White Death: An Epic Story of Survival in the Siberian Arctic","Valerian Albanov/Jon Krakauer/David Roberts/Alison Anderson/Валериан Альбанов",4.01,1910,2001-09-04
1911,"The World Is Flat: A Brief History of the Twenty-first Century","Thomas L. Friedman",3.68,87570,2006-04-18
1914,"La Tierra es plana: Breve historia del mundo globalizado del siglo XXI","Thomas L. Friedman",3.68,38,2006-01-01
1925,"The Avalanche Handbook","David McClung/Peter Schaerer",4.07,43,2006-10-12
1931,Avalanche,"Arthur J. Roth",3.65,273,1989-01-01
1934,"Little Women","Louisa May Alcott",4.07,1479727,2004-04-06
1935,"Little Women (Little Women #1)","Louisa May Alcott/Scott McKowen",4.07,1395,2004-10-01
1936,"Little Women","Louisa May Alcott/Paula Danziger",4.07,462,2000-01-01
1937,"Little Women","Louisa May Alcott/Jessie Willcox Smith/Frank T. Merrill",4.07,166,2002-09-03
1946,"Little Women Little Men Jo's Boys","Louisa May Alcott/Elaine Showalter",4.33,3124,2005-02-17
1947,"Little Women","Louisa May Alcott",4.07,83,2004-02-01
1955,"A Tale of Two Cities","Charles Dickens/Keith Cox/Cynthia Brantley Johnson",3.84,131,2004-05-01
1957,"A Tale of Two Cities","Charles Dickens/Gillen D'Arcy Wood",3.84,1343,2004-07-25
1958,"A Tale of Two Cities: Charles Dickens",SparkNotes,4.0,10,2002-01-10
1959,"A Tale of Two Cities","Charles Dickens/Gillen D'Arcy Wood",3.84,730,2003-12-01
1960,"A Tale of Two Cities","Charles Dickens/Simon Schama",3.84,39,1993-03-18
1972,"Den of Thieves","James B. Stewart",4.16,9718,1992-09-01
1976,"Den of Thieves (Cat Royal #3)","Julia Golding",4.21,1432,2007-01-31
1982,"Charles Dickens: Four Novels: Great Expectations Hard Times A Christmas Carol and A Tale of Two Cities","Charles Dickens",4.3,32,1993-10-02
1984,"Bleak House","Charles Dickens/Mary Gaitskill/Hablot Knight Browne",4.01,1235,2002-07-09
1985,"David Copperfield","Charles Dickens/Gish Jen",3.99,355,2006-02-07
1987,"What Jane Austen Ate and Charles Dickens Knew: From Fox Hunting to Whist—the Facts of Daily Life in 19th-Century England","Daniel Pool",3.85,4873,1994-04-21
1988,"Charles Dickens","Jane Smiley",3.82,552,2002-05-13
1990,"Martin Chuzzlewit","Charles Dickens/Patricia Ingham/Hablot Knight Browne",3.83,13212,1999-11-25
1991,"Why Is Sex Fun? The Evolution of Human Sexuality (Science Masters)","Jared Diamond",3.71,4532,1998-09-25
1993,"The Third Chimpanzee: The Evolution & Future of the Human Animal","Jared Diamond",4.06,59,1992-01-01
1999,J.K.Rowling,"Colleen Sexton",3.84,127,2005-09-01
2002,"Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry","J.K. Rowling",4.4,11515,2001-11-01
2004,"J.K. Rowling's Harry Potter Novels: A Reader's Guide","Philip Nel",3.58,78,2001-09-26
2005,"Harry Potter and the Half-Blood Prince (Harry Potter #6)","J.K. Rowling",4.57,1213,2006-06-23
2010,"The Santaroga Barrier","Frank Herbert",3.66,1625,2002-09-16
2011,"The Dosadi Experiment (ConSentiency Universe #2)","Frank Herbert",3.81,6146,2002-09-16
2015,"The Eyes of Heisenberg","Frank Herbert",3.43,1485,2002-09-16
2019,"The Birds (Methuen Drama)","Sean O'Brien",2.67,3,2002-07-22
2022,"The Frogs","Aristophanes/B.B. Rogers",3.8,3,2005-01-01
2025,Lysistrata,"Aristophanes/Jeffrey Henderson",3.85,76,1990-06-21
2026,"Myths of the Underworld Journey: Plato Aristophanes and the ""Orphic"" Gold Tablets","Radcliffe G. Edmonds III",3.75,3,2004-11-18
2028,"Assembly of Women (Literary Classics)","Aristophanes/Robert Mayhew",3.77,56,1997-04-01
2034,"Comoediae 1: Acharenses/Equites/Nubes/Vespae/Pax/Aves","Aristophanes/F.W. Hall/W.M. Geldart",5.0,0,1922-02-22
2043,"Aristophanes and His Theatre of the Absurd","Paul Anthony Cartledge",3.86,7,1991-06-01
2045,"Later Novels and Other Writings: The Lady in the Lake / The Little Sister / The Long Goodbye / Playback / Double Indemnity (screenplay) / Selected Essays and Letters","Raymond Chandler/Frank MacShane",4.47,1107,1995-10-01
2046,"Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell My Lovely / The High Window","Raymond Chandler/Frank MacShane",4.5,1324,1995-10-01
2048,"The Lady in the Lake The Little Sister The Long Goodbye Playback (Everyman's Library)","Raymond Chandler/Tom Hiney",4.45,241,2002-10-15
2049,"The High Window (Philip Marlowe #3)","Raymond Chandler",4.08,13233,1992-08-12
2051,"The Simple Art of Murder","Raymond Chandler",4.16,4952,1988-09-12
2052,"The Big Sleep (Philip Marlowe #1)","Raymond Chandler",4.01,103400,1988-07-12
2054,"The Long Goodbye (Philip Marlowe #6)","Raymond Chandler",4.22,26389,1988-08-12
2056,"An Evening of Long Goodbyes","Paul Murray",3.6,983,2005-09-13
2057,"The Long Goodbye: Memories of My Father","Patti Davis",3.82,214,2005-10-01
2058,"Ghost In the Shell 2: Innocence: After the Long Goodbye","Masaki Yamada/Yuji Oniki/Carl Gustav Horn",3.97,250,2005-10-11
2059,"The Long Goodbye (Philip Marlowe #6)","Raymond Chandler",4.22,10,2004-09-20
2067,"Breaking the Spell: Religion as a Natural Phenomenon","Daniel C. Dennett",3.89,10135,2006-02-24
2068,"Darwin's Dangerous Idea: Evolution and the Meanings of Life","Daniel C. Dennett",4.04,13563,1996-06-12
2071,"Freedom Evolves","Daniel C. Dennett",3.83,2324,2004-01-27
2072,"Brainstorms: Philosophical Essays on Mind and Psychology","Daniel C. Dennett",3.95,573,1981-07-13
2074,"Kinds of Minds: Towards an Understanding of Consciousness","Daniel C. Dennett",3.82,1555,1997-06-12
2077,"Leaps of Faith: Science Miracles & the Search for Supernatural Consolation","Nicholas Humphrey/Daniel C. Dennett",3.61,21,1999-06-04
2078,"Elbow Room: The Varieties of Free Will Worth Wanting","Daniel C. Dennett",3.92,515,1984-11-21
2081,"The Mind’s I: Fantasies and Reflections on Self and Soul","Douglas R. Hofstadter/Daniel C. Dennett",4.14,4786,1985-04-01
2093,"The Illustrated A Brief History of Time","Stephen Hawking",4.17,817,1996-11-01
2094,"A Briefer History of Time","Stephen Hawking/Leonard Mlodinow",4.22,24035,2005-09-27
2095,"The Universe in a Nutshell","Stephen Hawking",4.15,29607,2001-11-06
2096,"God Created the Integers: The Mathematical Breakthroughs That Changed History","Stephen Hawking",4.07,1682,2005-10-04
2099,"Stephen Hawking's Universe: The Cosmos Explained","David Filkin/Stephen Hawking",4.29,1469,1998-10-09
2100,"The Future of Spacetime","Stephen Hawking/Kip S. Thorne/Igor Novikov/Timothy Ferris/Alan Lightman/Richard Price",3.94,257,2003-06-17
2102,"Stephen Hawking's Universe","John Boslough",4.02,674,1989-06-01
2103,"The Nature of Space and Time","Stephen Hawking/Roger Penrose",4.09,989,2000-10-08
2104,"The Physics of Star Trek","Lawrence M. Krauss/Stephen Hawking",3.83,4774,1996-08-16
2107,"Falconry & Hawking","Phillip Glasier",4.31,51,2006-02-01
2109,"The World Treasury of Physics Astronomy & Mathematics from Albert Einstein to Stephen W. Hawking & from Annie Dillard to John Updike","Timothy Ferris",4.13,371,1993-06-30
2112,"The Art of Nonfiction: A Guide for Writers and Readers","Ayn Rand/Robert Mayhew/Peter Schwartz",3.96,429,2001-02-01
2113,"The Journals of Ayn Rand","Ayn Rand/Leonard Peikoff/David Harriman",3.94,317,1999-08-01
2122,"The Fountainhead","Ayn Rand/Leonard Peikoff",3.87,271754,1996-09-01
2123,"The 36-Hour Day: A Family Guide to Caring for Persons with Alzheimer Disease Related Dementing Illnesses and Memory Loss in Later Life","Nancy L. Mace/Peter V. Rabins",4.24,69,2006-11-01
2126,"The 3-Hour Diet: On the Go","Jorge Cruise",3.1,31,2005-10-18
2127,"The Last Hours of Ancient Sunlight: The Fate of the World and What We Can Do Before It's Too Late","Thom Hartmann/Joseph Chilton Pearce/Neale Donald Walsch",4.23,1392,2004-04-27
2136,"Specimen Days","Michael Cunningham",3.58,4462,2006-04-18
2137,"A Home at the End of the World","Michael Cunningham",3.91,14769,2004-07-01
2140,"Blink: The Power of Thinking Without Thinking","Malcolm Gladwell",3.93,4254,2005-01-11
2142,Blink,"Ted Dekker",4.17,13334,2004-10-11
2144,"Blink-182: Tales from Beneath Your Mom","Mark Hoppus/Anne Hoppus/Alex Gaskarth",4.39,169,2001-10-02
2151,"The Complete Novels","Jane Austen/Hugh Thomson",4.55,300,1995-09-03
2152,"The Jane Austen Book Club","Karen Joy Fowler",3.08,57720,2005-04-26
2153,"Jane Austen: The Complete Novels","Jane Austen",4.55,267,1994-06-01
2155,"Jane Austen's Letters","Jane Austen/Deirdre Le Faye",4.16,2278,1997-04-03
2156,Persuasion,"Jane Austen/James Kinsley/Anna Massey/Richard S. Hartmetz/Maurgaux Motin/Deidre Shauna Lynch",4.14,441462,2004-03-18
2157,"Tea with Jane Austen","Kim Wilson/Tom Carpenter",3.79,1442,2004-09-03
2166,"The Old Man and the Sea","Ernest Hemingway/Donald Sutherland",3.77,393,2006-05-01
2167,"Cliffs Notes on Hemingway's The Old Man and the Sea","Jeanne Sallade Criswell/Gary Carey",2.83,4,2000-12-05
2176,"Flaubert's Parrot","Julian Barnes",3.66,9373,1990-11-27
2178,"Flaubert in Egypt: A Sensibility on Tour","Gustave Flaubert/Francis Steegmuller",3.62,378,1996-03-30
2179,"A Sentimental Education","Gustave Flaubert/Douglas Parmée",3.83,105,2000-05-18
2182,"Three Tales","Gustave Flaubert/Roger Whitehouse/Geoffrey Wall",3.69,3190,2005-01-27
2183,"Sentimental Education","Gustave Flaubert/Robert Baldick/Geoffrey Wall",3.83,13499,2004-02-05
2186,"The Family Idiot 5: Gustave Flaubert 1821-1857","Jean-Paul Sartre/Carol Cosman",3.8,5,1994-01-26
2187,Middlesex,"Jeffrey Eugenides",4.0,540349,2003-09-16
2199,"Team of Rivals: The Political Genius of Abraham Lincoln","Doris Kearns Goodwin",4.28,133840,2006-09-26
2203,"John Adams","David McCullough",4.06,282649,2001-05-22
2204,"The John Adams Reader: Eseential Writings on an American Composer","Thomas May/John Adams",3.5,20,2006-06-01
2205,"The Letters of John and Abigail Adams","Abigail Adams/Frank Shuffelton",4.14,275,2003-12-30
2209,"Passionate Sage: The Character and Legacy of John Adams","Joseph J. Ellis",4.05,2622,2001-02-17
2211,"The Portable John Adams","John Adams/John Patrick Diggins",4.17,57,2004-06-29
2218,"Sex For Dummies","Ruth Westheimer",3.65,10,2000-12-28
2219,"Baby Signing For Dummies","Jennifer Watson",3.64,37,2006-10-01
2222,"The Feeling Good Handbook","David D. Burns",4.0,4797,1999-10-28
2226,"On Death and Dying","Elisabeth Kübler-Ross",4.16,144,1997-07-02
2227,"Questions and Answers on Death and Dying: A Companion Volume to On Death and Dying","Elisabeth Kübler-Ross",4.07,197,1997-06-09
2228,"The Last Dance: Encountering Death and Dying","Lynne Ann DeSpelder/Albert Lee Strickland",3.77,123,2004-02-06
2236,"Mahatma Gandhi and His Myths: Civil Disobedience Nonviolence and Satyagraha in the Real World (Plus Why It's Gandhi Not Ghandi)","Mark Shepard",3.62,55,2002-01-01
2249,"The Seven Habits of Highly Effective People","Stephen R. Covey",4.1,2505,1990-09-15
2250,"The 7 Habits of Highly Effective People Personal Workbook","Stephen R. Covey",4.24,1874,2004-01-06
2253,"Daily Reflections For Highly Effective People: Living the 7 Habits of Highly Successful People Every Day","Stephen R. Covey",3.9,336,1994-03-21
2255,"Way of the Peaceful Warrior: A Book That Changes Lives","Dan Millman",4.14,39947,2006-04-13
2257,"Secret of the Peaceful Warrior","Dan Millman/Robert D. San Souci/T. Taylor Bruce",4.15,156,1992-12-28
2265,"It's Not about the Bike: My Journey Back to Life","Lance Armstrong/Sally Jenkins",3.72,35050,2001-09-01
2267,"23 Days in July: Inside the Tour de France and Lance Armstrong's Record-Breaking Victory","John Wilcockson/Graham Watson",3.67,360,2005-06-15
2279,Truman,"David McCullough",4.12,71764,1993-06-14
2281,"The Complete Stories of Truman Capote","Truman Capote/Reynolds Price",4.2,3993,2005-09-13
2282,"Breakfast at Tiffany's: A Short Novel and Three Stories","Truman Capote",3.89,5658,1994-01-13
2283,"Murder at The Washington Tribune (Capital Crimes #21)","Margaret Truman",3.58,585,2006-10-31
2285,"Murder at Ford's Theatre (Capital Crimes #19)","Margaret Truman",3.74,623,2003-09-30
2287,"Other Voices Other Rooms","Truman Capote",3.8,10635,1994-02-01
2289,"In Cold Blood","Truman Capote/Scott Brick",4.07,563,2006-01-03
2296,"Emergence: The Connected Lives of Ants Brains Cities and Software","Steven Johnson",3.96,2769,2002-09-10
2299,"Emergence: Labeled Autistic","Temple Grandin/Margaret M. Scariano",4.07,1827,1996-09-01
2304,"The Emergence of Life on Earth: A Historical and Scientific Overview","Iris Fry",4.02,48,2000-02-01
2305,"The Ghost Stories of Edith Wharton","Edith Wharton/Laszlo Kubinyi",3.89,2842,1997-10-10
2306,"The House of Mirth / The Reef / The Custom of the Country / The Age of Innocence","Edith Wharton/R.W.B. Lewis",4.3,446,1986-05-12
2307,"Collected Stories 1911-1937","Edith Wharton/Maureen Howard",4.25,55,2001-01-29
2309,"Novellas and Other Writings: Madame de Treymes / Ethan Frome / Summer / Old New York / The Mother’s Recompense / A Backward Glance","Edith Wharton/Cynthia Griffin Wolff",4.22,67,1990-04-01
2314,"The House of Mirth","Edith Wharton",3.95,749,2002-08-06
2315,"Below the Root","Zilpha Keatley Snyder/Alton Raible",4.08,41,1975-01-01
2319,"The Witches of Worm","Zilpha Keatley Snyder",3.69,40,1991-05-01
2322,"The Deeper Meaning of Liff","Douglas Adams/John Lloyd",3.93,3986,2005-04-19
2326,"Dirk Gently's Holistic Detective Agency (Dirk Gently #1)","Douglas Adams",3.98,58,2005-09-30
2327,"The Letters of J.R.R. Tolkien","J.R.R. Tolkien/Humphrey Carpenter/Christopher Tolkien",4.15,4689,2000-06-06
2329,"The History of the Lord of the Rings (The History of Middle-earth #6-9)","J.R.R. Tolkien/Christopher Tolkien",4.38,237,2000-09-01
2330,"The Languages of Tolkien's Middle-Earth","Ruth S. Noel/J.R.R. Tolkien",3.98,4685,1980-05-28
2331,"The Lord of the Rings- 3 volumes set (The Lord of the Rings #1-3)","J.R.R. Tolkien",4.5,232,2005-06-01
2333,"Farmer Giles of Ham","J.R.R. Tolkien/Christina Scull/Wayne G. Hammond",3.85,5526,1999-11-15
2336,Tandia,"Bryce Courtenay",4.05,8461,1998-08-31
2338,"Matthew Flinders' Cat","Bryce Courtenay",3.8,2737,2002-12-31
2343,"Solomon's Song (The Potato Factory #3)","Bryce Courtenay",4.01,3920,2001-08-31
2348,"An Introduction to Old Norse","E.V. Gordon/A.R. Taylor",4.1,104,1981-07-23
2353,"Cold Counsel: Women in Old Norse Literature and Myth","Sarah M. Anderson/Karen Swenson",3.68,19,2002-12-21
2367,"Brave Companions: Portraits in History","David McCullough",3.98,3460,1992-11-01
2368,"Mornings on Horseback: The Story of an Extraordinary Family a Vanished Way of Life and the Unique Child Who Became Theodore Roosevelt","David McCullough",4.12,23064,1982-05-12
2370,"John Adams","David McCullough",4.06,1852,2001-05-01
2371,"The Johnstown Flood","David McCullough",4.11,14739,1990-01-01
2372,"The Path Between the Seas: The Creation of the Panama Canal 1870-1914","David McCullough",4.2,12178,2004-06-01
2373,"The Bone Collector (Lincoln Rhyme #1)","Jeffery Deaver",4.19,140014,1998-04-01
2375,"The Bone Collector's Son","Paul Yee",3.27,117,2004-01-01
2378,"El Coleccionista De Huesos (Lincoln Rhyme #1)","Jeffery Deaver",4.19,26,2003-06-01
2386,"Moby Dick","Herman Melville/William Hootkins",3.5,67,2005-09-01
2388,Moby-Dick,"Jan Needle/Patrick Benson/Herman Melville",3.71,161,2006-09-12
2389,"Moby Dick","Herman Melville/William Hootkins",3.5,8858,2005-06-16
2390,Moby-Dick,"Herman Melville/Carl F. Hovde",3.5,1260,2003-04-01
2400,"Herman Melville's Moby-Dick: A Routledge Study Guide and Sourcebook","Michael J. Davey/Duncan Wu",3.61,50,2003-09-18
2404,"Moby Dick: or The White Whale (Oxford Illustrated Classics)","Geraldine McCaughrean/Victor G. Ambrus/Herman Melville",3.82,39,1998-04-16
2407,"Melville's Moby Dick: An American Nekyia (Studies in Jungian Psychology by Jungian Analysts)","Edward F. Edinger",3.93,23,2004-04-30
2409,"Moby Dick: Or the White Whale (Oxford Illustrated Classics Series)","Geraldine McCaughrean/Victor G. Ambrus/Herman Melville",3.82,6,1997-04-03
2411,"Melville and the politics of identity: From *King Lear* to *Moby-Dick*","Julian Markels",3.33,0,1993-07-01
2412,"Unpainted to the Last: ""Moby Dick"" and Twentieth-century American Art","Elizabeth A. Schultz",4.28,16,1995-10-20
2423,"Double Tap (Paul Madriani #8)","Steve Martini",3.92,2790,2005-12-27
2430,"The List","Steve Martini",3.96,12534,1997-12-01
2442,"Witches Abroad (Discworld #12; Witches #3)","Terry Pratchett",4.22,58408,2002-07-30
2443,"The Innocents Abroad","Mark Twain/Grover Gardner",3.86,8879,2003-02-11
2445,"Teaching English Abroad","Susan Griffith",3.57,38,2007-01-01
2452,"Theocritus: Select Poems: Select Poems","Theocritus/Kenneth James Dover",3.0,1,1991-06-01
2473,"The Shield. Catalogue of Women. Other Fragments. (Hesiod II)","Hesiod/Glenn W. Most",4.03,33,2007-03-01
2486,"Death and the King's Horseman","Wole Soyinka/Simon Gikandi",3.76,259,2002-11-05
2494,"The Time Machine","H.G. Wells/Patrick Parrinder/Steven McLean/Marina Warner",3.89,3094,2005-03-31
2495,"The Time Machine","H.G. Wells/Cynthia Brantley Johnson/Benjamin Beard",3.89,372,2004-07-01
2499,"The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium","Joseph McMoneagle",3.59,68,1998-10-01
2501,"The Time Machine","H.G. Wells/Melvin Burgess",3.89,284,2004-03-01
2504,"The Complete Short Stories","H.G. Wells/John R. Hammond",4.14,875,2001-05-01
2506,"Selected Stories","H.G. Wells/Ursula K. Le Guin",3.93,80,2004-07-13
2508,Tono-Bungay,"H.G. Wells/Edward Mendelson/Patrick Parrinder",3.42,856,2005-06-28
2519,"The Name of the Rose (Everyman's Library (Cloth))","Umberto Eco",4.12,1338,2006-09-26
2520,"In the Name of Jesus: Reflections on Christian Leadership","Henri J.M. Nouwen",4.34,8228,1992-10-01
2521,"Blood Done Sign My Name: A True Story","Timothy B. Tyson",4.15,2594,2005-05-03
2526,Blindness,"José Saramago/Giovanni Pontiero",4.11,107455,1999-10-04
2527,"The Gospel According to Jesus Christ","José Saramago/Giovanni Pontiero",4.29,799,1994-09-28
2528,"All the Names","José Saramago/Margaret Jull Costa",3.89,11016,2001-10-05
2529,"The Tale of the Unknown Island","José Saramago/Peter Sís/Margaret Jull Costa",3.89,3331,2000-10-05
2530,"Baltasar and Blimunda","José Saramago/Giovanni Pontiero",3.92,6184,1998-10-16
2531,"The Cave","José Saramago/Margaret Jull Costa",3.84,7649,2003-10-15
2535,"The Stone Raft","José Saramago/Giovanni Pontiero",3.8,308,1996-06-14
2536,"The Year of the Death of Ricardo Reis","José Saramago/Giovanni Pontiero",4.02,3826,1998-09-17
2538,"El hombre duplicado","José Saramago/Pilar del Río",3.89,1295,2004-09-01
2539,"Ensayo sobre la lucidez","José Saramago/Pilar del Río",3.8,1744,2005-01-01
2541,"La caverna","José Saramago/Pilar del Río",3.84,842,2003-02-01
2542,"The History of the Siege of Lisbon","José Saramago/Giovanni Pontiero",3.81,331,1998-09-01
2543,"Las intermitencias de la muerte","José Saramago/Pilar del Río",4.0,2862,2005-12-01
2545,"The Treasured Writings of Kahlil Gibran","Kahlil Gibran",4.42,1432,2009-10-06
2547,"The Prophet","Kahlil Gibran/جبران خليل جبران/Jihad El",4.23,184293,2010-01-01
2549,"A Tear and a Smile","Kahlil Gibran/جبران خليل جبران/H.M. Nahmad/Robert Hillyer",4.03,2094,1950-06-27
2551,"On the Road","Jack Kerouac",3.63,488,2005-09-06
2552,"On the Road","Jack Kerouac/Ann Charters",3.63,5575,2000-02-24
2557,"De Kooning: An American Master","Mark Stevens/Annalyn Swan",4.11,2732,2006-04-04
2560,"Willem de Kooning: Late Paintings","Julie Sylvester/David Sylvester",5.0,1,2006-09-01
2567,"Aké: The Years of Childhood","Wole Soyinka",3.93,1284,1989-10-23
2581,"Ready for Anything: 52 Productivity Principles for Getting Things Done","David Allen",3.85,3832,2004-12-28
2584,"The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work","David Allen/Tina Blythe/Gene Thompson-Grove",4.0,54,2004-04-29
2586,"Sun Tzu and the Art of Business: Six Strategic Principles for Managers","Sun Tzu/Mark McNeilly",3.89,125,2000-04-01
2595,"Marketing Warfare","Al Ries/Jack Trout",4.11,942,2005-12-13
2612,"The Tipping Point: How Little Things Can Make a Big Difference","Malcolm Gladwell",3.97,633037,2002-01-07
2613,"Unleashing the Ideavirus: Stop Marketing AT People! Turn Your Ideas into Epidemics by Helping Your Customers Do the Marketing thing for You.","Seth Godin/Malcolm Gladwell",3.98,4600,2001-10-10
2615,"The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business","Clayton M. Christensen/L.J. Ganser",3.99,32079,2003-01-07
2619,"Great Expectations","Charles Dickens/David Trotter/Charlotte Mitchell",3.77,14228,2002-12-31
2626,"Great Expectations: Authoritative Text Backgrounds Contexts Criticism","Charles Dickens/Edgar Rosenberg",3.77,573,1999-01-19
2646,"Luther and Erasmus: Free Will and Salvation (Library of Christian Classics)","Erasmus/Martin Luther/Philip S. Watson/E. Gordon Rupp",3.8,108,1969-01-01
2654,"To Kill a Mockingbird","Harper Lee",4.27,10524,2005-07-05
2655,"To Kill a Mockingbird","Harper Lee/Sissy Spacek",4.27,697,2006-08-22
2661,"To Kill a Mockingbird","Harper Lee",4.27,271,2006-10-17
2673,"The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent","David H. Chilton",4.02,66,1995-09-20
2677,"A Modest Proposal and Other Satirical Works","Jonathan Swift",4.05,13562,1996-02-02
2678,"Gulliver's Travels / A Modest Proposal","Jonathan Swift/Jesse Gale",3.79,2161,2005-08-01
2680,"Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova)","Xavier de C./Xavier de C./Joseph Rowe",4.67,3,2004-05-04
2686,"The Bostonians","Henry James/R.D. Gooder",3.59,85,1998-07-23
2687,"Novels 1896–1899: The Other House / The Spoils of Poynton / What Maisie Knew / The Awkward Age","Henry James/Myra Jehlen",4.28,25,2003-03-10
2688,"Novels 1901–1902: The Sacred Fount / The Wings of the Dove","Henry James/Leo Bersani",4.63,27,2006-02-02
2692,"Complete Stories 1892–1898","Henry James/John Hollander/David Bromwich",4.22,198,1996-01-01
2696,"The Canterbury Tales","Geoffrey Chaucer/Nevill Coghill",3.49,168559,2003-01-30
2698,"The Canterbury Tales","Geoffrey Chaucer/David Wright",3.49,257,1998-07-09
2701,"The Canterbury Tales (original-spelling edition)","Geoffrey Chaucer/Jill Mann",3.49,792,2005-04-07
2702,"Chaucer's Canterbury Tales (Selected): An Interlinear Translation","Geoffrey Chaucer/Vincent Foster Hopper",3.8,73,1977-12-31
2705,"Oxford Guides to Chaucer: The Canterbury Tales","Helen Cooper",4.02,84,1996-05-23
2706,"Love Visions","Geoffrey Chaucer/Brian Stone",3.61,70,1983-05-26
2710,"Chaucer's Canterbury Tales","Geoffrey Chaucer",3.49,36,1964-01-28
2711,"The Riverside Chaucer","Geoffrey Chaucer/Larry Dean Benson/F.N. Robinson",4.18,7760,1987-12-12
2713,"The Portable Chaucer","Geoffrey Chaucer/Theodore Morrison",3.86,70,1977-05-26
2715,"Salt: A World History","Mark Kurlansky",3.74,50335,2003-01-28
2718,"Salt in His Shoes: Michael Jordan in Pursuit of a Dream","Deloris Jordan/Kadir Nelson/Roslyn M. Jordan",4.2,1178,2003-11-01
2719,"The Book of Salt","Monique Truong",3.52,4411,2004-06-15
2722,"Cities of Salt (مدن الملح #1)","Abdul Rahman Munif/Peter Theroux",4.13,856,1989-07-17
2723,"The Years of Rice and Salt","Kim Stanley Robinson",3.73,9344,2003-06-03
2725,"Illuminations: Essays and Reflections","Walter Benjamin/Hannah Arendt/Harry Zohn/Leon Wieseltier",4.29,9254,1969-01-13
2727,"Saul Steinberg: Illuminations","Saul Steinberg/Joel Smith/Charles Simic",4.51,39,2006-11-01
2731,"Advanced Global Illumination","Philip Dutre",4.5,17,2006-08-30
2735,"Snow Falling On Cedars","David Guterson",3.83,588,1999-10-21
2743,"The Lost Boy (Dave Pelzer #2)","Dave Pelzer",4.1,52028,1997-08-01
2745,"Real Boys: Rescuing Our Sons from the Myths of Boyhood","William S. Pollack/Mary Pipher",3.83,1397,1999-05-10
2749,Microserfs,"Douglas Coupland",3.88,442,2008-01-01
2756,"New Media Language","Jean Aitchison/Diana M. Lewis",3.0,2,2003-05-22
2761,"The Denial of Death","Ernest Becker/Sam Keen/Daniel Goleman",4.16,6599,1997-05-08
